Filename,Status,Quality_Score,Sharpness,Brightness,Contrast,FOV_Coverage,Uniformity,Glare_Ratio,Reason,Actionable_Guidance
IDRiD_309.jpg,PASS,0.904,249.8,103.8,16.3,69.1%,0.94,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_310.jpg,PASS,0.956,223.6,121.1,25.4,69.1%,0.74,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_311.jpg,PASS,0.929,250.8,107.8,21.3,69.1%,0.77,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_312.jpg,PASS,0.93,295.5,91.8,21.6,69.0%,0.76,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_313.jpg,PASS,0.914,216.4,114.1,19.3,69.1%,0.8,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_314.jpg,PASS,0.871,195.6,103.0,15.7,69.1%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_315.jpg,PASS,0.965,215.3,100.3,26.3,69.0%,0.77,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_316.jpg,PASS,0.944,272.3,118.4,22.4,69.1%,0.8,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_317.jpg,PASS,0.94,231.0,112.3,21.6,69.1%,0.83,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_318.jpg,PASS,0.945,238.8,97.1,23.0,69.0%,0.76,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_319.jpg,PASS,0.911,196.3,103.4,20.3,69.2%,0.76,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_320.jpg,PASS,0.632,114.2,80.3,13.5,69.1%,0.85,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_321.jpg,PASS,0.658,113.3,80.2,18.3,69.1%,0.72,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_322.jpg,PASS,0.649,115.4,76.7,21.2,69.1%,0.63,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_323.jpg,PASS,0.878,173.4,91.3,20.8,69.1%,0.78,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_324.jpg,PASS,0.809,175.5,85.5,16.4,69.1%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_325.jpg,PASS,0.997,240.0,118.0,26.0,69.2%,0.98,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_326.jpg,PASS,0.968,257.7,111.7,30.4,69.2%,0.79,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_327.jpg,PASS,0.845,181.6,89.2,15.4,69.1%,0.87,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_328.jpg,PASS,0.806,197.7,80.6,15.7,69.1%,0.88,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_329.jpg,PASS,0.906,236.4,111.8,18.2,69.3%,0.83,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_330.jpg,PASS,0.94,217.4,110.0,22.5,69.3%,0.77,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_331.jpg,PASS,0.928,244.3,108.4,20.4,69.2%,0.82,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_332.jpg,REJECT,0.777,159.1,95.9,12.0,69.2%,0.86,0.00%,Low tissue contrast (12.0 < 12.0),Possible media opacity (cataract) or dirty lens; verify lens cleanliness.
IDRiD_333.jpg,PASS,0.917,227.4,118.0,18.1,69.4%,0.91,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_334.jpg,PASS,0.884,203.4,101.5,16.1,69.2%,0.82,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_335.jpg,PASS,0.901,344.4,136.0,24.1,69.8%,0.85,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_336.jpg,REJECT,0.554,156.0,58.9,16.9,69.0%,0.75,0.00%,Image underexposed (58.9 < 60.0),Lighting too dark; increase camera flash intensity or check pupil dilation.
IDRiD_337.jpg,REJECT,0.624,159.1,74.4,8.4,69.1%,0.94,0.00%,Low tissue contrast (8.4 < 12.0),Possible media opacity (cataract) or dirty lens; verify lens cleanliness.
IDRiD_338.jpg,PASS,0.86,180.3,87.0,20.7,69.1%,0.75,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_339.jpg,PASS,0.835,218.9,85.7,14.2,69.1%,0.86,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_340.jpg,PASS,0.88,195.7,101.7,16.3,69.1%,0.83,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_341.jpg,PASS,0.813,181.3,87.5,14.5,69.1%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_342.jpg,PASS,0.963,220.1,122.1,27.7,69.3%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_343.jpg,PASS,0.747,175.5,76.9,18.0,69.1%,0.79,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_344.jpg,PASS,0.965,235.9,106.9,26.7,69.2%,0.77,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_345.jpg,PASS,0.928,285.1,88.7,22.0,69.1%,0.8,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_346.jpg,PASS,0.694,181.6,66.7,22.7,69.0%,0.62,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_347.jpg,PASS,0.912,202.7,99.4,18.9,69.1%,0.82,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_348.jpg,PASS,0.922,196.7,107.8,20.6,69.2%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_349.jpg,PASS,0.875,230.5,93.4,13.7,69.1%,0.93,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_350.jpg,PASS,0.855,205.5,84.7,15.8,69.1%,0.94,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_351.jpg,PASS,0.924,194.1,112.9,20.0,69.2%,0.9,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_352.jpg,PASS,0.842,150.7,86.5,31.2,69.1%,0.72,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_353.jpg,PASS,0.902,177.2,94.5,22.8,69.1%,0.76,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_354.jpg,PASS,0.88,264.8,131.4,19.4,69.4%,0.89,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_355.jpg,PASS,0.914,245.0,120.1,18.4,69.3%,0.87,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_356.jpg,PASS,0.882,184.9,97.8,18.5,69.2%,0.83,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_357.jpg,PASS,0.839,175.6,110.5,15.8,69.3%,0.82,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_358.jpg,PASS,0.68,174.4,69.1,18.8,69.0%,0.74,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_359.jpg,PASS,0.909,186.3,114.6,22.3,69.2%,0.74,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_360.jpg,PASS,0.776,176.5,79.8,19.2,69.1%,0.73,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_361.jpg,PASS,0.871,184.3,102.5,16.3,69.1%,0.91,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_362.jpg,PASS,0.936,224.4,115.2,21.1,69.2%,0.83,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_363.jpg,PASS,0.808,132.3,118.1,20.1,69.3%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_364.jpg,PASS,0.817,155.9,120.2,15.9,69.3%,0.91,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_365.jpg,PASS,0.927,243.8,96.9,21.1,69.1%,0.77,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_366.jpg,REJECT,0.482,99.4,63.9,14.6,69.1%,0.86,0.00%,"Composite quality score (0.48 < 0.6) due to marginal sharpness, suboptimal illumination, low tissue contrast",Hold camera steady and ensure patient fixates on target. | Increase illumination slightly or check pupil alignment. | Clean lens and verify focus.
IDRiD_367.jpg,PASS,0.958,219.4,123.6,25.5,69.2%,0.82,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_368.jpg,PASS,0.909,282.6,133.1,30.9,70.2%,0.76,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_369.jpg,PASS,0.922,227.7,108.4,19.3,69.2%,0.86,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_370.jpg,PASS,0.862,250.5,98.0,13.5,69.2%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_371.jpg,PASS,0.946,240.7,103.6,26.5,69.2%,0.64,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_372.jpg,PASS,0.934,203.0,99.1,24.1,69.1%,0.62,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_373.jpg,PASS,0.886,192.0,105.5,17.7,69.2%,0.82,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_374.jpg,REJECT,0.709,183.6,69.7,22.2,69.1%,0.56,0.00%,Severe uneven illumination (uniformity: 0.56 < 0.60),Pupil shadow detected; realign camera perpendicularly with pupil axis.
IDRiD_375.jpg,PASS,0.914,238.5,126.1,21.6,69.6%,0.82,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_376.jpg,PASS,0.957,237.9,122.7,26.7,69.8%,0.79,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_377.jpg,PASS,0.942,206.5,96.5,23.8,69.1%,0.69,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_378.jpg,PASS,0.702,172.4,74.6,17.0,69.1%,0.72,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_379.jpg,PASS,0.925,225.2,88.4,23.4,69.1%,0.69,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_380.jpg,PASS,0.923,244.9,123.0,20.9,69.6%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_381.jpg,PASS,0.911,241.5,117.7,18.6,69.3%,0.83,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_382.jpg,PASS,0.962,223.7,119.2,29.5,69.3%,0.75,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_383.jpg,PASS,0.899,265.7,104.5,16.8,69.2%,0.88,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_384.jpg,PASS,0.851,216.9,77.6,26.0,69.1%,0.7,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_385.jpg,PASS,0.901,197.3,115.1,18.4,69.3%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_386.jpg,PASS,0.934,186.1,101.8,25.2,69.1%,0.72,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_387.jpg,PASS,0.885,181.7,89.9,20.1,69.1%,0.78,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_388.jpg,PASS,0.922,211.5,111.9,20.8,69.2%,0.76,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_389.jpg,PASS,0.705,158.7,72.3,20.2,69.0%,0.82,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_390.jpg,PASS,0.748,155.6,75.1,24.3,69.1%,0.71,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_391.jpg,PASS,0.929,213.9,116.5,19.9,69.4%,0.86,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_392.jpg,PASS,0.834,159.8,94.0,19.0,69.2%,0.77,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_393.jpg,PASS,0.914,226.4,114.1,19.9,69.4%,0.77,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_394.jpg,PASS,0.883,182.1,92.5,17.5,69.1%,0.93,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_395.jpg,PASS,0.962,229.9,118.0,25.9,69.4%,0.75,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_396.jpg,PASS,0.846,141.8,99.1,23.0,69.2%,0.78,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_397.jpg,PASS,0.683,157.5,69.7,22.2,69.0%,0.69,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_398.jpg,PASS,0.817,171.1,95.1,14.4,69.1%,0.83,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_399.jpg,PASS,0.941,240.7,113.2,22.6,69.3%,0.77,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_400.jpg,PASS,0.903,254.7,112.7,17.8,69.2%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_401.jpg,PASS,0.875,247.7,109.3,13.9,69.5%,0.91,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_402.jpg,PASS,0.908,223.9,113.5,17.9,69.3%,0.86,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_403.jpg,PASS,0.954,234.0,117.9,24.2,69.3%,0.75,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_404.jpg,PASS,0.926,237.2,131.1,28.5,70.9%,0.82,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_405.jpg,PASS,0.928,201.7,117.6,20.7,69.4%,0.8,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_406.jpg,PASS,0.899,183.3,86.5,26.1,69.1%,0.71,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_407.jpg,PASS,0.938,200.1,109.7,22.1,69.3%,0.78,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_408.jpg,PASS,0.911,208.1,105.7,19.8,69.3%,0.76,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_409.jpg,PASS,0.905,192.8,108.2,19.2,69.4%,0.83,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_410.jpg,PASS,0.859,173.0,90.6,18.7,69.2%,0.8,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_411.jpg,PASS,0.887,190.3,95.7,18.6,69.2%,0.79,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_412.jpg,PASS,0.87,185.4,88.1,19.7,69.3%,0.76,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_413.jpg,PASS,0.606,89.1,74.3,22.8,69.1%,0.68,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
